1,1,0.978000,0.039000,0.141000,0.070000,0.983000
1,2,1.039000,0.042000,0.150000,0.050000,1.044000
1,3,1.156000,0.047000,0.214000,0.054000,1.161000
1,4,1.048000,0.042000,0.148000,0.050000,1.057000
1,5,0.973000,0.038000,0.139000,0.045000,0.977000
1,6,1.158000,0.043000,0.151000,0.047000,1.163000
1,7,0.967000,0.039000,0.139000,0.046000,0.972000
1,8,1.013000,0.042000,0.149000,0.056000,1.018000
1,9,1.141000,0.042000,0.164000,0.051000,1.147000
1,10,1.284000,0.058000,0.180000,0.064000,1.289000
1,11,1.127000,0.041000,0.251000,0.049000,1.132000
1,12,1.283000,0.049000,0.175000,0.065000,1.290000
1,13,1.272000,0.054000,0.175000,0.062000,1.281000
1,14,0.989000,0.039000,0.163000,0.060000,0.995000
1,15,1.179000,0.117000,0.145000,0.051000,1.185000
1,16,1.012000,0.041000,0.149000,0.049000,1.017000
1,17,1.015000,0.042000,0.150000,0.048000,1.019000
1,18,1.050000,0.042000,0.144000,0.048000,1.056000
1,19,0.991000,0.039000,0.140000,0.045000,1.083000
1,20,1.079000,0.041000,0.147000,0.046000,1.085000
1,21,1.032000,0.042000,0.149000,0.049000,1.038000
1,22,1.124000,0.041000,0.184000,0.046000,1.129000
1,23,0.969000,0.039000,0.136000,0.046000,0.974000
1,24,1.016000,0.041000,0.156000,0.050000,1.021000
1,25,0.972000,0.039000,0.139000,0.042000,0.977000
1,26,1.072000,0.041000,0.148000,0.048000,1.079000
1,27,1.004000,0.039000,0.157000,0.045000,1.010000
1,28,1.020000,0.041000,0.152000,0.059000,1.025000
1,29,0.978000,0.039000,0.136000,0.046000,0.983000
1,30,1.036000,0.042000,0.145000,0.051000,1.041000
2,1,0.699500,0.035000,0.140500,0.039500,1.405000
2,2,0.708000,0.040000,0.156000,0.036000,1.421000
2,3,0.696500,0.036500,0.144000,0.037000,1.398000
2,4,0.717000,0.036500,0.177500,0.035000,1.439000
2,5,0.661000,0.035000,0.141000,0.035500,1.328000
2,6,0.724000,0.036500,0.151500,0.035500,1.454000
2,7,0.652000,0.035500,0.143500,0.035000,1.309000
2,8,0.638500,0.033500,0.151000,0.033000,1.282000
2,9,0.691500,0.033500,0.139000,0.034000,1.389000
2,10,0.642500,0.034000,0.134500,0.032500,1.290000
2,11,0.647500,0.034000,0.152500,0.040500,1.300000
2,12,0.723000,0.040000,0.149000,0.035500,1.451000
2,13,0.639500,0.034000,0.143500,0.032500,1.284000
2,14,0.729000,0.040000,0.144500,0.036000,1.464000
2,15,0.655000,0.046000,0.135000,0.035000,1.315000
2,16,0.673500,0.035500,0.139000,0.037000,1.353000
2,17,0.688500,0.035500,0.137500,0.037000,1.384000
2,18,0.673500,0.043500,0.144000,0.035500,1.352000
2,19,0.680500,0.034000,0.134500,0.066000,1.366000
2,20,0.665000,0.035000,0.153000,0.035500,1.335000
2,21,0.681000,0.036500,0.152500,0.036500,1.367000
2,22,0.793500,0.038500,0.149500,0.037500,1.593000
2,23,0.681000,0.042000,0.143000,0.037000,1.368000
2,24,0.665000,0.033500,0.169000,0.033000,1.335000
2,25,0.672000,0.033500,0.147500,0.033500,1.349000
2,26,0.661500,0.035500,0.141000,0.034000,1.329000
2,27,0.693500,0.034000,0.197000,0.035000,1.392000
2,28,0.644000,0.034000,0.132000,0.032500,1.293000
2,29,0.650000,0.042000,0.136500,0.034000,1.305000
2,30,0.702000,0.036000,0.137000,0.035000,1.409000
3,1,0.521000,0.031667,0.135667,0.029667,1.568000
3,2,0.545667,0.032667,0.132333,0.030333,1.642000
3,3,0.561000,0.037667,0.142667,0.031667,1.688000
3,4,0.589667,0.032000,0.147333,0.083667,1.774000
3,5,0.527667,0.032000,0.139333,0.031333,1.589000
3,6,0.525333,0.032000,0.136667,0.030000,1.581000
3,7,0.590000,0.033000,0.140333,0.029000,1.775000
3,8,0.552333,0.032333,0.143000,0.034333,1.662000
3,9,0.555667,0.035333,0.132667,0.031333,1.672000
3,10,0.552333,0.032333,0.139333,0.032667,1.663000
3,11,0.580667,0.032667,0.154667,0.057333,1.748000
3,12,0.542667,0.032667,0.134000,0.030333,1.633000
3,13,0.561667,0.033333,0.139667,0.029333,1.690000
3,14,0.577667,0.032333,0.144000,0.030333,1.738000
3,15,0.538000,0.032000,0.140667,0.035333,1.620000
3,16,0.551667,0.035667,0.135333,0.029667,1.659000
3,17,0.526333,0.032667,0.135667,0.030000,1.584000
3,18,0.555333,0.031667,0.142667,0.029000,1.672000
3,19,0.542000,0.033333,0.138333,0.032000,1.633000
3,20,0.550000,0.033667,0.137000,0.031333,1.656000
3,21,0.565667,0.034333,0.143000,0.034000,1.703000
3,22,0.538000,0.032333,0.148000,0.030667,1.619000
3,23,0.535000,0.032000,0.131333,0.028667,1.610000
3,24,0.536667,0.032333,0.141333,0.030333,1.616000
3,25,0.547000,0.031667,0.153667,0.029667,1.645000
3,26,0.550333,0.034000,0.137667,0.033333,1.658000
3,27,0.538333,0.032333,0.134667,0.030333,1.620000
3,28,0.574333,0.032333,0.178667,0.035000,1.730000
3,29,0.530000,0.032000,0.140667,0.029667,1.595000
3,30,0.553333,0.033000,0.137667,0.031000,1.666000
4,1,0.505750,0.033250,0.146750,0.030750,2.028000
4,2,0.500000,0.033500,0.142000,0.030750,2.006000
4,3,0.500500,0.032000,0.142500,0.029250,2.008000
4,4,0.491500,0.031250,0.145000,0.029000,1.973000
4,5,0.480750,0.031000,0.131000,0.027500,1.928000
4,6,0.485500,0.031000,0.134750,0.030500,1.947000
4,7,0.480500,0.033750,0.137750,0.026250,1.927000
4,8,0.490000,0.030750,0.139750,0.030500,1.966000
4,9,0.520250,0.040250,0.147750,0.037500,2.087000
4,10,0.484500,0.031500,0.138000,0.027250,1.944000
4,11,0.525250,0.031750,0.139500,0.030750,2.107000
4,12,0.538000,0.035500,0.140750,0.029250,2.158000
4,13,0.480000,0.031500,0.132000,0.027500,1.925000
