0.615475 0.045446 0.176281 0.0494979 1.68245 0.476400 0.952000
0.477981 0.0426299 0.167123 0.0387146 3.80208 0.428600 0.799286
0.429947 0.0396155 0.159776 0.0347036 5.58511 0.406800 0.561636
0.411304 0.0384278 0.157111 0.0328665 7.40525 0.396368 0.464400
0.407081 0.038716 0.158356 0.0324938 9.35997 0.387120 0.828227
0.394115 0.0380123 0.155796 0.030619 11.0402 0.381690 0.441074
