1,1,0.882000,0.057000,0.197000,0.070000,0.889000
1,2,0.860000,0.049000,0.196000,0.078000,0.865000
1,3,0.949000,0.051000,0.196000,0.068000,0.953000
1,4,0.860000,0.050000,0.195000,0.069000,0.865000
1,5,0.864000,0.051000,0.199000,0.068000,0.868000
1,6,0.866000,0.051000,0.195000,0.067000,0.871000
1,7,0.880000,0.050000,0.198000,0.069000,0.885000
1,8,0.869000,0.066000,0.196000,0.068000,0.874000
1,9,0.869000,0.049000,0.212000,0.070000,0.873000
1,10,0.885000,0.052000,0.194000,0.070000,0.889000
1,11,1.089000,0.053000,0.211000,0.069000,1.095000
1,12,0.872000,0.050000,0.198000,0.068000,0.878000
1,13,0.948000,0.051000,0.195000,0.069000,0.953000
1,14,0.867000,0.051000,0.199000,0.068000,0.872000
1,15,1.095000,0.050000,0.295000,0.065000,1.100000
1,16,1.107000,0.148000,0.243000,0.088000,1.114000
1,17,1.194000,0.068000,0.262000,0.092000,1.202000
1,18,1.007000,0.067000,0.225000,0.081000,1.016000
1,19,0.952000,0.051000,0.244000,0.073000,0.958000
1,20,0.906000,0.052000,0.237000,0.075000,0.911000
1,21,0.935000,0.047000,0.191000,0.154000,0.940000
1,22,0.928000,0.051000,0.197000,0.144000,0.933000
1,23,0.875000,0.052000,0.196000,0.069000,0.881000
1,24,0.929000,0.050000,0.198000,0.065000,0.933000
1,25,0.865000,0.064000,0.195000,0.064000,0.869000
1,26,0.946000,0.051000,0.272000,0.068000,0.951000
1,27,0.886000,0.051000,0.216000,0.073000,0.891000
1,28,0.954000,0.059000,0.201000,0.072000,0.959000
1,29,0.865000,0.051000,0.194000,0.066000,0.870000
1,30,1.004000,0.055000,0.221000,0.079000,1.010000
2,1,0.603000,0.053500,0.171000,0.048500,1.221000
2,2,0.633000,0.046000,0.181500,0.052000,1.286000
2,3,0.629000,0.045000,0.176500,0.051000,1.263000
2,4,0.624000,0.044500,0.172000,0.048000,1.254000
2,5,0.632000,0.045000,0.183500,0.053500,1.271000
2,6,0.658500,0.045500,0.176500,0.051000,1.321000
2,7,0.601000,0.043000,0.164500,0.066000,1.206000
2,8,0.807500,0.054500,0.207000,0.059500,1.623000
